vnf_type_min,vnf_type_max,seed,HEFT,DHEFT,NHEFT,time_sec
1,20,9034,1806.6637000000019,84.23529999999998,19.083901999999995,3.4648940563201904
1,20,7143,1782.6227000000044,84.58319999999998,16.831402,4.139512062072754
1,20,2446,2015.247099999998,96.20250000000047,19.796991695550346,4.41076397895813
1,20,5924,1973.7671000000012,88.17740000000002,21.29856362042389,4.291278839111328
1,20,8881,1884.5223999999969,82.43540000000004,17.510650338368578,4.8540239334106445
1,20,6634,1814.7438999999974,81.0092,20.450902999999997,4.388885974884033
1,20,3097,1900.9154000000024,84.09599999999996,20.413502000000012,4.13273286819458
1,20,1211,1684.3123999999973,78.41160000000004,16.236802,4.761490821838379
1,20,1921,2045.8972000000067,92.95180000000002,20.130663784471217,5.076049089431763
1,20,2740,2053.173899999995,94.0789,18.92852038216562,5.085446834564209
1,20,3306,1938.5076999999985,89.53919999999992,21.28500926210825,3.7691550254821777
1,20,4366,2070.180400000005,88.59140000000001,19.767103,4.20127010345459
1,20,5455,2235.519899999997,96.84820000000006,21.63043126819923,4.432822942733765
1,20,9095,1918.9310999999998,87.21700000000003,19.82010199999999,3.9175641536712646
1,20,8562,2138.1932999999995,102.93669999999997,21.011754480286736,3.7241158485412598
1,20,9815,1691.281599999999,81.35650000000003,17.150202,3.551815986633301
1,20,1466,2100.750800000001,93.06630000000001,19.210813660028453,3.7541260719299316
1,20,8480,2142.297599999997,94.09939999999999,24.703003,4.230540037155151
1,20,3792,2109.694000000004,96.34149999999995,18.02573565346535,4.341300010681152
1,20,4697,1861.3591999999987,87.47290000000005,21.236302,3.431196928024292
1,20,1565,1902.2518999999984,91.40370000000003,19.477486361552025,3.9476640224456787
1,20,5891,2156.9181999999905,99.33679999999998,27.48964616517056,3.3974058628082275
1,20,8308,1957.389099999999,93.41579999999992,20.375102999999992,3.721891164779663
1,20,4257,2071.482299999996,93.2056,22.19770300000001,4.198310136795044
1,20,5733,1857.1596999999974,86.58910000000006,21.440893366906476,3.2308590412139893
1,20,2946,2026.8056999999949,90.87670000000004,19.927302000000005,3.7406671047210693
1,20,1292,1848.3076000000012,85.50090000000006,17.62222820763723,4.283726215362549
1,20,5439,1906.2648000000017,89.05050000000003,19.15035193531694,4.473582744598389
1,20,1714,1709.0123999999976,83.96679999999999,21.343144673521852,3.558486223220825
1,20,9200,1838.318099999999,86.5248,21.823503,3.675457000732422
1,20,5804,1993.1447999999987,92.17979999999999,21.836702000000002,3.7354559898376465
1,20,3154,1785.1853000000094,84.25399999999999,23.032502999999995,3.411564826965332
1,20,2195,1859.9997000000008,87.75399999999993,22.535103000000007,3.3358168601989746
1,20,3042,2167.5847,98.74180000000004,19.13007825947522,4.1646928787231445
1,20,9808,1995.9788000000008,85.2299,20.056601999999994,4.464370965957642
