effective_total_vnf_num,multiple_sfc_num,per_sfc_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,repository_bw,datacenter_externalbw_min,datacenter_externalbw_max,host_bw_min,host_bw_max,seed,HEFT,DHEFT,NHEFT,time_sec
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5872,7014.468600000006,525.4761000000001,59.83889999999998,2.5342750549316406
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,1751,7543.660100000006,553.7119,61.28930699999998,2.200472116470337
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5095,6955.486400000006,511.5074,60.11109999999999,2.6291823387145996
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,8465,8024.386299999995,593.6712999999999,64.557806,2.6211960315704346
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,8504,7516.108399999995,575.8492000000001,63.310801000000005,2.3314507007598877
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,8819,6931.589600000001,505.0939999999999,61.69669999999999,2.1256191730499268
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,4921,6669.868499999994,506.98780000000005,60.711201,2.785979747772217
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6347,11071.1602,542.4919,60.76910000000001,3.1981160640716553
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7536,10290.761399999994,522.0354000000001,62.722801,4.022917985916138
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4078,10273.095800000012,512.9252999999997,56.213001999999996,3.094165086746216
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4726,11574.910099999996,583.6546,64.712401,3.729191780090332
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5978,11268.060800000023,561.1506999999998,63.003104999999984,3.4537899494171143
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8836,11612.604900000008,589.8199000000003,61.972200000000015,4.118561029434204
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3380,11172.52580000001,563.1682999999996,62.389100000000006,3.4179561138153076
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3669,11069.505599999997,557.048,62.5171,3.3410279750823975
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7882,10755.257800000003,539.058,60.94999999999998,3.8788020610809326
