vnf_image_size_min,vnf_image_size_max,seed,HEFT,DHEFT,NHEFT,time_sec
5000,7000,5745,22426.549699999952,987.4236000000001,140.1327730648148,3.7983579635620117
5000,7000,7167,24513.943000000072,1009.6265000000001,153.15910199999996,5.02357816696167
5000,7000,7597,23976.554199999933,1025.3812000000003,121.13290100000006,3.994020938873291
5000,7000,7005,24081.097099999974,1017.7964000000003,177.36066866666675,4.014685869216919
5000,7000,3239,21874.03099999998,1016.0098999999996,118.82953842341598,3.600499153137207
5000,7000,4331,22635.10450000002,1003.8242999999991,114.29070100000003,3.9982969760894775
5000,7000,5960,23015.6203,977.9623000000004,115.10576866666668,4.082983016967773
5000,7000,1284,22896.584600000053,998.6871000000004,186.6949157931034,3.7945971488952637
5000,7000,2402,24323.921299999995,1029.0582000000006,129.6660852184064,4.366060972213745
5000,7000,8146,23424.310000000034,994.1723999999994,128.10610876699025,4.276803255081177
5000,7000,1786,23310.744600000013,1028.6908000000008,120.92116866666665,3.6695218086242676
5000,7000,8911,23239.156399999934,1010.1966999999997,113.44746766666665,4.6416730880737305
5000,7000,7510,22487.688599999958,1014.8632999999999,139.42500199999995,3.2402760982513428
5000,7000,6556,24073.061200000026,1014.4598,144.55527474305558,3.876595973968506
5000,7000,5726,23221.727599999984,975.5460000000002,114.64700099999999,4.285155773162842
5000,7000,2935,24172.52279999992,981.5420999999999,98.85812917499996,5.39096212387085
5000,7000,7223,23854.243600000053,1049.8403000000012,128.1068343333333,4.321605920791626
5000,7000,1405,23637.849900000023,999.5507,163.13526208148153,3.9740118980407715
5000,7000,6792,23109.9961,1001.9327000000008,119.43938633333327,3.95450496673584
5000,7000,7527,23344.15489999997,1028.1335000000017,114.31391839999999,3.325451135635376
5000,7000,3965,22432.62140000008,1007.8003999999997,108.62636935833329,3.5981340408325195
5000,7000,9686,22597.154899999994,981.2651999999998,115.96152195555555,3.213710069656372
5000,7000,2054,22926.11450000005,990.9727999999998,148.90045928511572,4.127261161804199
5000,7000,7502,23152.304500000035,989.9296000000003,119.75145477777772,4.102305173873901
5000,7000,5872,21952.3718,1016.5977999999999,112.18839849624058,3.9836957454681396
5000,7000,1751,23694.84089999999,1003.9528000000004,120.53877218055553,4.027703046798706
5000,7000,5095,23619.45449999996,1005.0500000000002,133.67646766666672,3.8776140213012695
5000,7000,8465,24007.364400000006,1015.4067000000005,124.2371814814815,4.006395101547241
5000,7000,8504,23741.40879999999,1041.3525999999993,119.689203,3.6382598876953125
5000,7000,8819,24463.951399999936,1033.5780000000004,127.63006766666665,3.780681848526001
5000,7000,4921,22859.754700000092,995.0602000000003,141.59925874363427,3.631223678588867
7000,9000,6347,31086.55479999993,1354.9343000000006,158.11441034999999,3.3410840034484863
7000,9000,7536,30268.359999999902,1310.4781,169.96179227777782,4.350075721740723
7000,9000,4078,30701.8608,1326.7719999999986,143.58323533333333,3.615978956222534
7000,9000,4726,30837.844899999993,1356.3267000000003,203.8125353333334,3.7751829624176025
7000,9000,5978,33966.90790000003,1353.8261999999997,156.55093300000001,4.744815111160278
7000,9000,8836,31102.767300000076,1375.1784999999995,149.15461301666664,4.512716054916382
7000,9000,3380,31220.442100000117,1364.879600000001,161.7856213258704,4.436527967453003
7000,9000,3669,29100.861600000026,1338.8873000000003,150.58143433333333,3.8901240825653076
7000,9000,7882,31290.719000000056,1348.8079999999977,167.22016745141076,4.155439138412476
7000,9000,2503,30535.812800000083,1324.2768,203.590702,3.269386053085327
7000,9000,5802,30582.574100000074,1356.2282999999998,155.19402100000005,4.0473127365112305
7000,9000,6455,30071.84970000007,1347.3360999999998,144.97893433333329,4.059791326522827
7000,9000,5608,31501.633799999952,1377.2453000000012,171.35017890829178,3.76387619972229
7000,9000,8258,31451.820599999974,1340.2688999999996,217.06346866666667,4.161310911178589
7000,9000,7486,30092.397399999863,1344.4148000000014,157.9296676666666,3.960378885269165
7000,9000,1839,30941.538499999937,1336.3464999999999,144.11127066666668,3.8594350814819336
7000,9000,3282,31617.106899999937,1325.1739000000005,138.32722946666672,4.659085035324097
7000,9000,3216,29734.13549999998,1333.3979999999995,165.43909122916662,3.9999780654907227
7000,9000,9034,28815.361300000084,1318.1476999999988,154.80721411111114,3.0337982177734375
7000,9000,7143,29139.63299999996,1307.7716999999998,142.314004,3.4955551624298096
7000,9000,2446,30447.964199999988,1356.2043999999992,149.79284855423037,3.590785026550293
7000,9000,5924,30887.06200000003,1334.4044999999992,174.69090869230766,3.438559055328369
7000,9000,8881,31356.1044000001,1299.8967999999993,150.32199225,4.008974075317383
7000,9000,6634,30428.665499999996,1298.3292000000006,193.18488902187502,3.899789810180664
7000,9000,3097,30854.2082000001,1312.4879000000008,169.58547856682003,3.2128348350524902
7000,9000,1211,28230.75859999995,1286.4490000000003,148.4471004833333,3.9549992084503174
7000,9000,1921,32207.08820000004,1336.3904999999993,150.85363433333342,4.287426233291626
7000,9000,2740,30996.369700000054,1346.1884999999995,148.3362686666667,4.744450092315674
7000,9000,3306,30349.517400000055,1332.3335999999995,149.697301,3.815279006958008
7000,9000,4366,32552.26239999992,1335.0712999999994,151.4625343333333,4.444173812866211
7000,9000,5455,33325.99909999995,1366.5258,188.0263471538462,4.441534042358398
7000,9000,9095,30981.063700000002,1315.1878,139.682501,3.8499550819396973
7000,9000,8562,31034.962399999957,1374.3323999999984,158.3091986554456,3.8257410526275635
7000,9000,9815,28739.858700000004,1294.1768000000006,151.99680099999995,3.5017430782318115
7000,9000,1466,31108.945999999913,1351.5699000000004,149.81939670694447,4.141235113143921
